,CountryCode,CountryName,Quarters,Year,value,YQ,date
769,LVA,Latvia,Q1,2015,235,2015-Q1,01/01/2015
770,LVA,Latvia,Q1,2016,-85,2016-Q1,01/01/2016
771,LVA,Latvia,Q1,2017,184,2017-Q1,01/01/2017
772,LVA,Latvia,Q1,2018,142,2018-Q1,01/01/2018
773,LVA,Latvia,Q1,2019,140,2019-Q1,01/01/2019
774,LVA,Latvia,Q1,2020,194,2020-Q1,01/01/2020
775,LVA,Latvia,Q1,2021,566,2021-Q1,01/01/2021
776,LVA,Latvia,Q2,2022,335,2022-Q2,01/04/2022
777,LVA,Latvia,Q2,2013,214,2013-Q2,01/04/2013
778,LVA,Latvia,Q2,2014,141,2014-Q2,01/04/2014
779,LVA,Latvia,Q2,2015,131,2015-Q2,01/04/2015
780,LVA,Latvia,Q2,2016,-126,2016-Q2,01/04/2016
781,LVA,Latvia,Q2,2017,154,2017-Q2,01/04/2017
782,LVA,Latvia,Q2,2018,31,2018-Q2,01/04/2018
783,LVA,Latvia,Q2,2019,69,2019-Q2,01/04/2019
784,LVA,Latvia,Q2,2020,209,2020-Q2,01/04/2020
785,LVA,Latvia,Q2,2021,563,2021-Q2,01/04/2021
786,LVA,Latvia,Q3,2013,96,2013-Q3,01/07/2013
787,LVA,Latvia,Q3,2014,117,2014-Q3,01/07/2014
788,LVA,Latvia,Q3,2015,236,2015-Q3,01/07/2015
789,LVA,Latvia,Q3,2016,276,2016-Q3,01/07/2016
790,LVA,Latvia,Q3,2017,453,2017-Q3,01/07/2017
791,LVA,Latvia,Q3,2018,247,2018-Q3,01/07/2018
792,LVA,Latvia,Q3,2019,415,2019-Q3,01/07/2019
793,LVA,Latvia,Q3,2020,334,2020-Q3,01/07/2020
794,LVA,Latvia,Q3,2021,557,2021-Q3,01/07/2021
795,LVA,Latvia,Q4,2013,412,2013-Q4,01/10/2013
796,LVA,Latvia,Q4,2014,387,2014-Q4,01/10/2014
797,LVA,Latvia,Q4,2015,139,2015-Q4,01/10/2015
798,LVA,Latvia,Q4,2016,188,2016-Q4,01/10/2016
799,LVA,Latvia,Q4,2017,-48,2017-Q4,01/10/2017
800,LVA,Latvia,Q4,2018,542,2018-Q4,01/10/2018
801,LVA,Latvia,Q4,2019,303,2019-Q4,01/10/2019
802,LVA,Latvia,Q4,2020,267,2020-Q4,01/10/2020
803,LVA,Latvia,Q4,2021,"1,636",2021-Q4,01/10/2021
804,LTU,Lithuania,Q1,2022,489,2022-Q1,01/01/2022
805,LTU,Lithuania,Q1,2013,449,2013-Q1,01/01/2013
806,LTU,Lithuania,Q1,2014,106,2014-Q1,01/01/2014
807,LTU,Lithuania,Q1,2015,338,2015-Q1,01/01/2015
808,LTU,Lithuania,Q1,2016,-675,2016-Q1,01/01/2016
809,LTU,Lithuania,Q1,2018,169,2018-Q1,01/01/2018
810,LTU,Lithuania,Q1,2019,260,2019-Q1,01/01/2019
811,LTU,Lithuania,Q1,2020,283,2020-Q1,01/01/2020
812,LTU,Lithuania,Q1,2021,786,2021-Q1,01/01/2021
813,LTU,Lithuania,Q2,2022,756,2022-Q2,01/04/2022
814,LTU,Lithuania,Q2,2013,125,2013-Q2,01/04/2013
815,LTU,Lithuania,Q2,2014,33,2014-Q2,01/04/2014
816,LTU,Lithuania,Q2,2015,312,2015-Q2,01/04/2015
817,LTU,Lithuania,Q2,2016,362,2016-Q2,01/04/2016
818,LTU,Lithuania,Q2,2018,106,2018-Q2,01/04/2018
819,LTU,Lithuania,Q2,2019,"2,202",2019-Q2,01/04/2019
820,LTU,Lithuania,Q2,2020,"2,947",2020-Q2,01/04/2020
821,LTU,Lithuania,Q2,2021,507,2021-Q2,01/04/2021
822,LTU,Lithuania,Q3,2013,151,2013-Q3,01/07/2013
823,LTU,Lithuania,Q3,2014,-76,2014-Q3,01/07/2014
824,LTU,Lithuania,Q3,2015,171,2015-Q3,01/07/2015
825,LTU,Lithuania,Q3,2016,205,2016-Q3,01/07/2016
826,LTU,Lithuania,Q3,2018,541,2018-Q3,01/07/2018
827,LTU,Lithuania,Q3,2019,497,2019-Q3,01/07/2019
828,LTU,Lithuania,Q3,2020,211,2020-Q3,01/07/2020
829,LTU,Lithuania,Q3,2021,317,2021-Q3,01/07/2021
830,LTU,Lithuania,Q4,2013,-151,2013-Q4,01/10/2013
831,LTU,Lithuania,Q4,2016,409,2016-Q4,01/10/2016
832,LTU,Lithuania,Q4,2017,159,2017-Q4,01/10/2017
833,LTU,Lithuania,Q4,2018,160,2018-Q4,01/10/2018
834,LTU,Lithuania,Q4,2019,63,2019-Q4,01/10/2019
835,LTU,Lithuania,Q4,2020,43,2020-Q4,01/10/2020
836,LTU,Lithuania,Q4,2021,"1,163",2021-Q4,01/10/2021
837,LUX,Luxembourg*,Q1,2022,"9,389",2022-Q1,01/01/2022
838,LUX,Luxembourg*,Q1,2013,"1,058",2013-Q1,01/01/2013
839,LUX,Luxembourg*,Q1,2014,"5,033",2014-Q1,01/01/2014
840,LUX,Luxembourg*,Q1,2015,830,2015-Q1,01/01/2015
841,LUX,Luxembourg*,Q1,2016,566,2016-Q1,01/01/2016
842,LUX,Luxembourg*,Q1,2017,"-8,076",2017-Q1,01/01/2017
843,LUX,Luxembourg*,Q1,2018,365,2018-Q1,01/01/2018
844,LUX,Luxembourg*,Q1,2019,"-4,108",2019-Q1,01/01/2019
845,LUX,Luxembourg*,Q1,2020,"-32,800",2020-Q1,01/01/2020
846,LUX,Luxembourg*,Q1,2021,"8,417",2021-Q1,01/01/2021
847,LUX,Luxembourg*,Q2,2022,"3,955",2022-Q2,01/04/2022
848,LUX,Luxembourg*,Q2,2013,"8,739",2013-Q2,01/04/2013
849,LUX,Luxembourg*,Q2,2014,"15,104",2014-Q2,01/04/2014
850,LUX,Luxembourg*,Q2,2015,"4,018",2015-Q2,01/04/2015
851,LUX,Luxembourg*,Q2,2016,-554,2016-Q2,01/04/2016
852,LUX,Luxembourg*,Q2,2017,"13,748",2017-Q2,01/04/2017
853,LUX,Luxembourg*,Q2,2018,"-7,865",2018-Q2,01/04/2018
854,LUX,Luxembourg*,Q2,2019,"5,405",2019-Q2,01/04/2019
855,LUX,Luxembourg*,Q2,2020,"78,284",2020-Q2,01/04/2020
856,LUX,Luxembourg*,Q2,2021,"2,958",2021-Q2,01/04/2021
857,LUX,Luxembourg*,Q3,2013,"15,415",2013-Q3,01/07/2013
858,LUX,Luxembourg*,Q3,2014,"-5,478",2014-Q3,01/07/2014
859,LUX,Luxembourg*,Q3,2015,"24,337",2015-Q3,01/07/2015
860,LUX,Luxembourg*,Q3,2016,"11,368",2016-Q3,01/07/2016
861,LUX,Luxembourg*,Q3,2017,"-12,217",2017-Q3,01/07/2017
862,LUX,Luxembourg*,Q3,2018,"-16,838",2018-Q3,01/07/2018
863,LUX,Luxembourg*,Q3,2019,"36,755",2019-Q3,01/07/2019
864,LUX,Luxembourg*,Q3,2020,"-23,109",2020-Q3,01/07/2020
865,LUX,Luxembourg*,Q3,2021,"9,502",2021-Q3,01/07/2021
866,LUX,Luxembourg*,Q4,2013,"-1,924",2013-Q4,01/10/2013
867,LUX,Luxembourg*,Q4,2014,"5,376",2014-Q4,01/10/2014
868,LUX,Luxembourg*,Q4,2015,"16,237",2015-Q4,01/10/2015
869,LUX,Luxembourg*,Q4,2016,"6,184",2016-Q4,01/10/2016
870,LUX,Luxembourg*,Q4,2017,"-20,767",2017-Q4,01/10/2017
871,LUX,Luxembourg*,Q4,2018,"-58,946",2018-Q4,01/10/2018
872,LUX,Luxembourg*,Q4,2019,"125,662",2019-Q4,01/10/2019
873,LUX,Luxembourg*,Q4,2020,"46,319",2020-Q4,01/10/2020
874,LUX,Luxembourg*,Q4,2021,"-14,270",2021-Q4,01/10/2021
875,MEX,Mexico* ,Q1,2022,"20,308",2022-Q1,01/01/2022
876,MEX,Mexico* ,Q1,2013,"10,476",2013-Q1,01/01/2013
877,MEX,Mexico* ,Q1,2014,"13,829",2014-Q1,01/01/2014
878,MEX,Mexico* ,Q1,2015,"12,137",2015-Q1,01/01/2015
879,MEX,Mexico* ,Q1,2016,"12,814",2016-Q1,01/01/2016
880,MEX,Mexico* ,Q1,2017,"13,768",2017-Q1,01/01/2017
881,MEX,Mexico* ,Q1,2018,"14,079",2018-Q1,01/01/2018
882,MEX,Mexico* ,Q1,2019,"15,162",2019-Q1,01/01/2019
883,MEX,Mexico* ,Q1,2020,"16,812",2020-Q1,01/01/2020
884,MEX,Mexico* ,Q1,2021,"16,173",2021-Q1,01/01/2021
885,MEX,Mexico* ,Q2,2022,"7,204",2022-Q2,01/04/2022
886,MEX,Mexico* ,Q2,2013,"21,019",2013-Q2,01/04/2013
887,MEX,Mexico* ,Q2,2014,"5,481",2014-Q2,01/04/2014
888,MEX,Mexico* ,Q2,2015,"6,669",2015-Q2,01/04/2015
889,MEX,Mexico* ,Q2,2016,"6,211",2016-Q2,01/04/2016
890,MEX,Mexico* ,Q2,2017,"6,821",2017-Q2,01/04/2017
891,MEX,Mexico* ,Q2,2018,"9,599",2018-Q2,01/04/2018
892,MEX,Mexico* ,Q2,2019,"6,539",2019-Q2,01/04/2019
893,MEX,Mexico* ,Q2,2020,"7,285",2020-Q2,01/04/2020
894,MEX,Mexico* ,Q2,2021,"5,920",2021-Q2,01/04/2021
895,MEX,Mexico* ,Q3,2013,"4,179",2013-Q3,01/07/2013
896,MEX,Mexico* ,Q3,2014,"3,222",2014-Q3,01/07/2014
897,MEX,Mexico* ,Q3,2015,"9,636",2015-Q3,01/07/2015
898,MEX,Mexico* ,Q3,2016,"4,317",2016-Q3,01/07/2016
899,MEX,Mexico* ,Q3,2017,"6,375",2017-Q3,01/07/2017
900,MEX,Mexico* ,Q3,2018,"4,144",2018-Q3,01/07/2018
901,MEX,Mexico* ,Q3,2019,"8,289",2019-Q3,01/07/2019
902,MEX,Mexico* ,Q3,2020,"1,304",2020-Q3,01/07/2020
903,MEX,Mexico* ,Q3,2021,"6,383",2021-Q3,01/07/2021
904,MEX,Mexico* ,Q4,2013,"12,583",2013-Q4,01/10/2013
905,MEX,Mexico* ,Q4,2014,"7,819",2014-Q4,01/10/2014
906,MEX,Mexico* ,Q4,2015,"7,521",2015-Q4,01/10/2015
907,MEX,Mexico* ,Q4,2016,"7,855",2016-Q4,01/10/2016
908,MEX,Mexico* ,Q4,2017,"7,068",2017-Q4,01/10/2017
909,MEX,Mexico* ,Q4,2018,"6,262",2018-Q4,01/10/2018
910,MEX,Mexico* ,Q4,2019,"4,384",2019-Q4,01/10/2019
911,MEX,Mexico* ,Q4,2020,"2,731",2020-Q4,01/10/2020
912,MEX,Mexico* ,Q4,2021,"3,042",2021-Q4,01/10/2021
913,NLD,Netherlands*,Q1,2022,"27,850",2022-Q1,01/01/2022
914,NLD,Netherlands*,Q1,2013,"13,822",2013-Q1,01/01/2013
915,NLD,Netherlands*,Q1,2014,"12,808",2014-Q1,01/01/2014
916,NLD,Netherlands*,Q1,2015,"25,532",2015-Q1,01/01/2015
917,NLD,Netherlands*,Q1,2016,"44,628",2016-Q1,01/01/2016
918,NLD,Netherlands*,Q1,2017,"18,963",2017-Q1,01/01/2017
919,NLD,Netherlands*,Q1,2018,"23,113",2018-Q1,01/01/2018
920,NLD,Netherlands*,Q1,2019,"4,970",2019-Q1,01/01/2019
921,NLD,Netherlands*,Q1,2020,"-29,061",2020-Q1,01/01/2020
922,NLD,Netherlands*,Q1,2021,"-11,553",2021-Q1,01/01/2021
923,NLD,Netherlands*,Q2,2022,"12,997",2022-Q2,01/04/2022
924,NLD,Netherlands*,Q2,2013,223,2013-Q2,01/04/2013
925,NLD,Netherlands*,Q2,2014,"23,664",2014-Q2,01/04/2014
926,NLD,Netherlands*,Q2,2015,"51,889",2015-Q2,01/04/2015
927,NLD,Netherlands*,Q2,2016,"-18,015",2016-Q2,01/04/2016
928,NLD,Netherlands*,Q2,2017,"-1,967",2017-Q2,01/04/2017
929,NLD,Netherlands*,Q2,2018,"18,470",2018-Q2,01/04/2018
930,NLD,Netherlands*,Q2,2019,"19,801",2019-Q2,01/04/2019
931,NLD,Netherlands*,Q2,2020,"-25,447",2020-Q2,01/04/2020
932,NLD,Netherlands*,Q2,2021,"-4,385",2021-Q2,01/04/2021
933,NLD,Netherlands*,Q3,2013,"25,998",2013-Q3,01/07/2013
934,NLD,Netherlands*,Q3,2014,"7,770",2014-Q3,01/07/2014
935,NLD,Netherlands*,Q3,2015,"69,234",2015-Q3,01/07/2015
936,NLD,Netherlands*,Q3,2016,"27,364",2016-Q3,01/07/2016
937,NLD,Netherlands*,Q3,2017,"43,629",2017-Q3,01/07/2017
938,NLD,Netherlands*,Q3,2018,"-6,077",2018-Q3,01/07/2018
939,NLD,Netherlands*,Q3,2019,"-45,353",2019-Q3,01/07/2019
940,NLD,Netherlands*,Q3,2020,"-1,392",2020-Q3,01/07/2020
941,NLD,Netherlands*,Q3,2021,"-20,015",2021-Q3,01/07/2021
942,NLD,Netherlands*,Q4,2013,"11,053",2013-Q4,01/10/2013
943,NLD,Netherlands*,Q4,2014,776,2014-Q4,01/10/2014
944,NLD,Netherlands*,Q4,2015,"29,293",2015-Q4,01/10/2015
945,NLD,Netherlands*,Q4,2016,"6,453",2016-Q4,01/10/2016
946,NLD,Netherlands*,Q4,2017,"-40,078",2017-Q4,01/10/2017
947,NLD,Netherlands*,Q4,2018,"63,815",2018-Q4,01/10/2018
948,NLD,Netherlands*,Q4,2019,"19,442",2019-Q4,01/10/2019
949,NLD,Netherlands*,Q4,2020,"-30,409",2020-Q4,01/10/2020
950,NLD,Netherlands*,Q4,2021,"-41,491",2021-Q4,01/10/2021
951,NZL,New Zealand,Q1,2022,"1,706",2022-Q1,01/01/2022
952,NZL,New Zealand,Q1,2013,763,2013-Q1,01/01/2013
953,NZL,New Zealand,Q1,2014,601,2014-Q1,01/01/2014
954,NZL,New Zealand,Q1,2015,860,2015-Q1,01/01/2015
955,NZL,New Zealand,Q1,2016,886,2016-Q1,01/01/2016
956,NZL,New Zealand,Q1,2017,396,2017-Q1,01/01/2017
957,NZL,New Zealand,Q1,2018,907,2018-Q1,01/01/2018
958,NZL,New Zealand,Q1,2019,528,2019-Q1,01/01/2019
959,NZL,New Zealand,Q1,2020,749,2020-Q1,01/01/2020
960,NZL,New Zealand,Q1,2021,"2,315",2021-Q1,01/01/2021
961,NZL,New Zealand,Q2,2022,"3,497",2022-Q2,01/04/2022
962,NZL,New Zealand,Q2,2013,-66,2013-Q2,01/04/2013
963,NZL,New Zealand,Q2,2014,202,2014-Q2,01/04/2014
964,NZL,New Zealand,Q2,2015,25,2015-Q2,01/04/2015
965,NZL,New Zealand,Q2,2016,421,2016-Q2,01/04/2016
966,NZL,New Zealand,Q2,2017,"1,075",2017-Q2,01/04/2017
967,NZL,New Zealand,Q2,2018,"-1,160",2018-Q2,01/04/2018
968,NZL,New Zealand,Q2,2019,"3,321",2019-Q2,01/04/2019
969,NZL,New Zealand,Q2,2020,403,2020-Q2,01/04/2020
970,NZL,New Zealand,Q2,2021,"1,380",2021-Q2,01/04/2021
971,NZL,New Zealand,Q3,2013,726,2013-Q3,01/07/2013
972,NZL,New Zealand,Q3,2014,-588,2014-Q3,01/07/2014
973,NZL,New Zealand,Q3,2015,"-1,033",2015-Q3,01/07/2015
974,NZL,New Zealand,Q3,2016,938,2016-Q3,01/07/2016
975,NZL,New Zealand,Q3,2017,-75,2017-Q3,01/07/2017
976,NZL,New Zealand,Q3,2018,"1,561",2018-Q3,01/07/2018
977,NZL,New Zealand,Q3,2019,428,2019-Q3,01/07/2019
978,NZL,New Zealand,Q3,2020,"1,083",2020-Q3,01/07/2020
979,NZL,New Zealand,Q3,2021,-506,2021-Q3,01/07/2021
980,NZL,New Zealand,Q4,2013,438,2013-Q4,01/10/2013
981,NZL,New Zealand,Q4,2014,"2,221",2014-Q4,01/10/2014
982,NZL,New Zealand,Q4,2015,-164,2015-Q4,01/10/2015
983,NZL,New Zealand,Q4,2016,734,2016-Q4,01/10/2016
984,NZL,New Zealand,Q4,2017,"1,325",2017-Q4,01/10/2017
985,NZL,New Zealand,Q4,2018,989,2018-Q4,01/10/2018
986,NZL,New Zealand,Q4,2019,-5,2019-Q4,01/10/2019
987,NZL,New Zealand,Q4,2020,"1,654",2020-Q4,01/10/2020
988,NZL,New Zealand,Q4,2021,803,2021-Q4,01/10/2021
989,NOR,Norway,Q1,2022,"-6,423",2022-Q1,01/01/2022
990,NOR,Norway,Q1,2021,-620,2021-Q1,01/01/2021
991,NOR,Norway,Q2,2022,"10,341",2022-Q2,01/04/2022
992,NOR,Norway,Q2,2021,"6,432",2021-Q2,01/04/2021
993,NOR,Norway,Q3,2021,"4,274",2021-Q3,01/07/2021
994,NOR,Norway,Q4,2021,"3,482",2021-Q4,01/10/2021
995,POL,Poland*,Q1,2022,"13,520",2022-Q1,01/01/2022
996,POL,Poland*,Q1,2014,"5,138",2014-Q1,01/01/2014
997,POL,Poland*,Q1,2015,"3,346",2015-Q1,01/01/2015
998,POL,Poland*,Q1,2016,"8,968",2016-Q1,01/01/2016
999,POL,Poland*,Q1,2017,"4,034",2017-Q1,01/01/2017
1000,POL,Poland*,Q1,2018,"7,048",2018-Q1,01/01/2018
1001,POL,Poland*,Q1,2019,"8,275",2019-Q1,01/01/2019
1002,POL,Poland*,Q1,2020,"7,037",2020-Q1,01/01/2020
1003,POL,Poland*,Q1,2021,"9,902",2021-Q1,01/01/2021
1004,POL,Poland*,Q2,2022,"6,086",2022-Q2,01/04/2022
1005,POL,Poland*,Q2,2014,"5,923",2014-Q2,01/04/2014
1006,POL,Poland*,Q2,2015,"2,030",2015-Q2,01/04/2015
1007,POL,Poland*,Q2,2016,"1,106",2016-Q2,01/04/2016
1008,POL,Poland*,Q2,2017,"-1,335",2017-Q2,01/04/2017
1009,POL,Poland*,Q2,2018,"1,873",2018-Q2,01/04/2018
1010,POL,Poland*,Q2,2019,"2,725",2019-Q2,01/04/2019
1011,POL,Poland*,Q2,2020,"2,208",2020-Q2,01/04/2020
1012,POL,Poland*,Q2,2021,"3,769",2021-Q2,01/04/2021
1013,POL,Poland*,Q3,2014,"2,664",2014-Q3,01/07/2014
1014,POL,Poland*,Q3,2015,"5,629",2015-Q3,01/07/2015
1015,POL,Poland*,Q3,2016,"3,166",2016-Q3,01/07/2016
1016,POL,Poland*,Q3,2017,"3,651",2017-Q3,01/07/2017
1017,POL,Poland*,Q3,2018,"6,185",2018-Q3,01/07/2018
1018,POL,Poland*,Q3,2019,"3,714",2019-Q3,01/07/2019
1019,POL,Poland*,Q3,2020,"3,508",2020-Q3,01/07/2020
1020,POL,Poland*,Q3,2021,"10,093",2021-Q3,01/07/2021
1021,POL,Poland*,Q4,2014,"3,887",2014-Q4,01/10/2014
1022,POL,Poland*,Q4,2015,"2,058",2015-Q4,01/10/2015
1023,POL,Poland*,Q4,2016,"3,357",2016-Q4,01/10/2016
1024,POL,Poland*,Q4,2017,"3,187",2017-Q4,01/10/2017
1025,POL,Poland*,Q4,2018,"1,270",2018-Q4,01/10/2018
1026,POL,Poland*,Q4,2019,"-1,388",2019-Q4,01/10/2019
1027,POL,Poland*,Q4,2020,"2,521",2020-Q4,01/10/2020
1028,POL,Poland*,Q4,2021,"5,698",2021-Q4,01/10/2021
1029,PRT,Portugal*,Q1,2022,"2,533",2022-Q1,01/01/2022
1030,PRT,Portugal*,Q1,2013,12,2013-Q1,01/01/2013
1031,PRT,Portugal*,Q1,2014,"-1,207",2014-Q1,01/01/2014
1032,PRT,Portugal*,Q1,2015,"1,517",2015-Q1,01/01/2015
1033,PRT,Portugal*,Q1,2016,"1,607",2016-Q1,01/01/2016
1034,PRT,Portugal*,Q1,2017,"3,418",2017-Q1,01/01/2017
1035,PRT,Portugal*,Q1,2018,"3,030",2018-Q1,01/01/2018
1036,PRT,Portugal*,Q1,2019,"2,643",2019-Q1,01/01/2019
1037,PRT,Portugal*,Q1,2020,"1,419",2020-Q1,01/01/2020
1038,PRT,Portugal*,Q1,2021,883,2021-Q1,01/01/2021
1039,PRT,Portugal*,Q2,2022,"3,633",2022-Q2,01/04/2022
1040,PRT,Portugal*,Q2,2013,-862,2013-Q2,01/04/2013
1041,PRT,Portugal*,Q2,2014,"3,440",2014-Q2,01/04/2014
1042,PRT,Portugal*,Q2,2015,"5,296",2015-Q2,01/04/2015
1043,PRT,Portugal*,Q2,2016,"1,307",2016-Q2,01/04/2016
1044,PRT,Portugal*,Q2,2017,"2,559",2017-Q2,01/04/2017
1045,PRT,Portugal*,Q2,2018,"1,952",2018-Q2,01/04/2018
1046,PRT,Portugal*,Q2,2019,"4,431",2019-Q2,01/04/2019
1047,PRT,Portugal*,Q2,2020,-187,2020-Q2,01/04/2020
1048,PRT,Portugal*,Q2,2021,"1,647",2021-Q2,01/04/2021
1049,PRT,Portugal*,Q3,2013,"3,155",2013-Q3,01/07/2013
1050,PRT,Portugal*,Q3,2014,"3,029",2014-Q3,01/07/2014
1051,PRT,Portugal*,Q3,2015,830,2015-Q3,01/07/2015
1052,PRT,Portugal*,Q3,2016,"1,078",2016-Q3,01/07/2016
1053,PRT,Portugal*,Q3,2017,700,2017-Q3,01/07/2017
1054,PRT,Portugal*,Q3,2018,"1,642",2018-Q3,01/07/2018
1055,PRT,Portugal*,Q3,2019,"2,711",2019-Q3,01/07/2019
1056,PRT,Portugal*,Q3,2020,"1,257",2020-Q3,01/07/2020
1057,PRT,Portugal*,Q3,2021,"3,639",2021-Q3,01/07/2021
1058,PRT,Portugal*,Q4,2013,"5,910",2013-Q4,01/10/2013
1059,PRT,Portugal*,Q4,2014,-702,2014-Q4,01/10/2014
1060,PRT,Portugal*,Q4,2015,"1,537",2015-Q4,01/10/2015
1061,PRT,Portugal*,Q4,2016,"1,692",2016-Q4,01/10/2016
1062,PRT,Portugal*,Q4,2017,236,2017-Q4,01/10/2017
1063,PRT,Portugal*,Q4,2018,551,2018-Q4,01/10/2018
1064,PRT,Portugal*,Q4,2019,"2,466",2019-Q4,01/10/2019
1065,PRT,Portugal*,Q4,2020,"5,177",2020-Q4,01/10/2020
1066,PRT,Portugal*,Q4,2021,"2,511",2021-Q4,01/10/2021
1067,SVK,Slovak  Republic,Q1,2022,639,2022-Q1,01/01/2022
1068,SVK,Slovak  Republic,Q1,2013,-283,2013-Q1,01/01/2013
1069,SVK,Slovak  Republic,Q1,2014,-294,2014-Q1,01/01/2014
1070,SVK,Slovak  Republic,Q1,2015,342,2015-Q1,01/01/2015
1071,SVK,Slovak  Republic,Q1,2016,426,2016-Q1,01/01/2016
1072,SVK,Slovak  Republic,Q1,2017,943,2017-Q1,01/01/2017
1073,SVK,Slovak  Republic,Q1,2018,315,2018-Q1,01/01/2018
1074,SVK,Slovak  Republic,Q1,2019,276,2019-Q1,01/01/2019
1075,SVK,Slovak  Republic,Q1,2020,81,2020-Q1,01/01/2020
1076,SVK,Slovak  Republic,Q1,2021,-734,2021-Q1,01/01/2021
1077,SVK,Slovak  Republic,Q2,2022,653,2022-Q2,01/04/2022
1078,SVK,Slovak  Republic,Q2,2013,-931,2013-Q2,01/04/2013
1079,SVK,Slovak  Republic,Q2,2014,-741,2014-Q2,01/04/2014
1080,SVK,Slovak  Republic,Q2,2015,-675,2015-Q2,01/04/2015
1081,SVK,Slovak  Republic,Q2,2016,"-1,160",2016-Q2,01/04/2016
1082,SVK,Slovak  Republic,Q2,2017,113,2017-Q2,01/04/2017
1083,SVK,Slovak  Republic,Q2,2018,-907,2018-Q2,01/04/2018
1084,SVK,Slovak  Republic,Q2,2019,-87,2019-Q2,01/04/2019
1085,SVK,Slovak  Republic,Q2,2020,-757,2020-Q2,01/04/2020
1086,SVK,Slovak  Republic,Q2,2021,307,2021-Q2,01/04/2021
1087,SVK,Slovak  Republic,Q3,2013,888,2013-Q3,01/07/2013
1088,SVK,Slovak  Republic,Q3,2014,97,2014-Q3,01/07/2014
1089,SVK,Slovak  Republic,Q3,2015,73,2015-Q3,01/07/2015
1090,SVK,Slovak  Republic,Q3,2016,846,2016-Q3,01/07/2016
1091,SVK,Slovak  Republic,Q3,2017,747,2017-Q3,01/07/2017
1092,SVK,Slovak  Republic,Q3,2018,"1,088",2018-Q3,01/07/2018
1093,SVK,Slovak  Republic,Q3,2019,964,2019-Q3,01/07/2019
1094,SVK,Slovak  Republic,Q3,2020,"-1,932",2020-Q3,01/07/2020
1095,SVK,Slovak  Republic,Q3,2021,432,2021-Q3,01/07/2021
1096,SVK,Slovak  Republic,Q4,2013,-278,2013-Q4,01/10/2013
1097,SVK,Slovak  Republic,Q4,2014,426,2014-Q4,01/10/2014
1098,SVK,Slovak  Republic,Q4,2015,366,2015-Q4,01/10/2015
1099,SVK,Slovak  Republic,Q4,2016,693,2016-Q4,01/10/2016
1100,SVK,Slovak  Republic,Q4,2017,"2,206",2017-Q4,01/10/2017
1101,SVK,Slovak  Republic,Q4,2018,"1,147",2018-Q4,01/10/2018
1102,SVK,Slovak  Republic,Q4,2019,"1,357",2019-Q4,01/10/2019
1103,SVK,Slovak  Republic,Q4,2020,210,2020-Q4,01/10/2020
1104,SVK,Slovak  Republic,Q4,2021,53,2021-Q4,01/10/2021
1105,SVN,Slovenia,Q1,2022,599,2022-Q1,01/01/2022
1106,SVN,Slovenia,Q1,2013,-17,2013-Q1,01/01/2013
1107,SVN,Slovenia,Q1,2014,-79,2014-Q1,01/01/2014
1108,SVN,Slovenia,Q1,2015,421,2015-Q1,01/01/2015
1109,SVN,Slovenia,Q1,2016,397,2016-Q1,01/01/2016
1110,SVN,Slovenia,Q1,2017,384,2017-Q1,01/01/2017
1111,SVN,Slovenia,Q1,2018,150,2018-Q1,01/01/2018
1112,SVN,Slovenia,Q1,2019,456,2019-Q1,01/01/2019
1113,SVN,Slovenia,Q1,2020,212,2020-Q1,01/01/2020
1114,SVN,Slovenia,Q1,2021,211,2021-Q1,01/01/2021
1115,SVN,Slovenia,Q2,2022,656,2022-Q2,01/04/2022
1116,SVN,Slovenia,Q2,2013,-384,2013-Q2,01/04/2013
1117,SVN,Slovenia,Q2,2014,874,2014-Q2,01/04/2014
1118,SVN,Slovenia,Q2,2015,285,2015-Q2,01/04/2015
1119,SVN,Slovenia,Q2,2016,452,2016-Q2,01/04/2016
1120,SVN,Slovenia,Q2,2017,18,2017-Q2,01/04/2017
1121,SVN,Slovenia,Q2,2018,332,2018-Q2,01/04/2018
1122,SVN,Slovenia,Q2,2019,347,2019-Q2,01/04/2019
1123,SVN,Slovenia,Q2,2020,94,2020-Q2,01/04/2020
1124,SVN,Slovenia,Q2,2021,"1,303",2021-Q2,01/04/2021
1125,SVN,Slovenia,Q3,2013,78,2013-Q3,01/07/2013
1126,SVN,Slovenia,Q3,2014,414,2014-Q3,01/07/2014
1127,SVN,Slovenia,Q3,2015,307,2015-Q3,01/07/2015
1128,SVN,Slovenia,Q3,2016,411,2016-Q3,01/07/2016
1129,SVN,Slovenia,Q3,2017,189,2017-Q3,01/07/2017
1130,SVN,Slovenia,Q3,2018,559,2018-Q3,01/07/2018
1131,SVN,Slovenia,Q3,2019,291,2019-Q3,01/07/2019
1132,SVN,Slovenia,Q3,2020,11,2020-Q3,01/07/2020
1133,SVN,Slovenia,Q3,2021,480,2021-Q3,01/07/2021
1134,SVN,Slovenia,Q4,2013,171,2013-Q4,01/10/2013
1135,SVN,Slovenia,Q4,2014,-159,2014-Q4,01/10/2014
1136,SVN,Slovenia,Q4,2015,661,2015-Q4,01/10/2015
1137,SVN,Slovenia,Q4,2016,-16,2016-Q4,01/10/2016
1138,SVN,Slovenia,Q4,2017,305,2017-Q4,01/10/2017
1139,SVN,Slovenia,Q4,2018,343,2018-Q4,01/10/2018
